mature_accession	mature_name	mature_confidence	precursor_accession	precursor_name	precursor_confidence
MIMAT0003238	hsa-miR-573	low	MI0003580	hsa-mir-573	low
MIMAT0016905	hsa-miR-4275	low	MI0015883	hsa-mir-4275	low
MIMAT0005945	hsa-miR-1255b-5p	low	MI0006435	hsa-mir-1255b-1	low
MIMAT0019980	hsa-miR-4801	low	MI0017449	hsa-mir-4801	low
MIMAT0004795	hsa-miR-574-5p	high	MI0003581	hsa-mir-574	high
MIMAT0003239	hsa-miR-574-3p	high	MI0003581	hsa-mir-574	high
MIMAT0022301	hsa-miR-5591-5p	low	MI0019151	hsa-mir-5591	low
MIMAT0022302	hsa-miR-5591-3p	low	MI0019151	hsa-mir-5591	low
MIMAT0019981	hsa-miR-4802-5p	high	MI0017450	hsa-mir-4802	high
MIMAT0019982	hsa-miR-4802-3p	high	MI0017450	hsa-mir-4802	high
MIMAT0030980	hsa-miR-8053	low	MI0025889	hsa-mir-8053	low
MIMAT0018968	hsa-miR-4449	low	MI0016792	hsa-mir-4449	low
MIMAT0018969	hsa-miR-548ag	low	MI0016793	hsa-mir-548ag-1	low
MIMAT0005923	hsa-miR-1269a	low	MI0006406	hsa-mir-1269a	low
MIMAT0018971	hsa-miR-4450	low	MI0016795	hsa-mir-4450	low
MIMAT0018972	hsa-miR-548ah-5p	low	MI0016796	hsa-mir-548ah	low
MIMAT0020957	hsa-miR-548ah-3p	low	MI0016796	hsa-mir-548ah	low
MIMAT0003240	hsa-miR-575	low	MI0003582	hsa-mir-575	low
MIMAT0018973	hsa-miR-4451	low	MI0016797	hsa-mir-4451	low
MIMAT0018974	hsa-miR-4452	low	MI0016798	hsa-mir-4452	low
MIMAT0022499	hsa-miR-5705	low	MI0019313	hsa-mir-5705	low
MIMAT0018112	hsa-miR-3684	low	MI0016085	hsa-mir-3684	low
MIMAT0030993	hsa-miR-8066	low	MI0025902	hsa-mir-8066	low
MIMAT0005906	hsa-miR-1255a	low	MI0006389	hsa-mir-1255a	low
MIMAT0003241	hsa-miR-576-5p	high	MI0003583	hsa-mir-576	high
MIMAT0004796	hsa-miR-576-3p	high	MI0003583	hsa-mir-576	high
MIMAT0004450	hsa-miR-297	low	MI0005775	hsa-mir-297	low
MIMAT0004686	hsa-miR-367-5p	low	MI0000775	hsa-mir-367	low
MIMAT0000719	hsa-miR-367-3p	low	MI0000775	hsa-mir-367	low
MIMAT0004685	hsa-miR-302d-5p	low	MI0000774	hsa-mir-302d	low
MIMAT0000718	hsa-miR-302d-3p	low	MI0000774	hsa-mir-302d	low
MIMAT0000683	hsa-miR-302a-5p	high	MI0000738	hsa-mir-302a	high
MIMAT0000684	hsa-miR-302a-3p	high	MI0000738	hsa-mir-302a	high
MIMAT0000716	hsa-miR-302c-5p	low	MI0000773	hsa-mir-302c	low
MIMAT0000717	hsa-miR-302c-3p	low	MI0000773	hsa-mir-302c	low
MIMAT0000714	hsa-miR-302b-5p	low	MI0000772	hsa-mir-302b	low
MIMAT0000715	hsa-miR-302b-3p	low	MI0000772	hsa-mir-302b	low
MIMAT0005894	hsa-miR-1243	low	MI0006373	hsa-mir-1243	low
MIMAT0031009	hsa-miR-8082	low	MI0025918	hsa-mir-8082	low
MIMAT0003242	hsa-miR-577	high	MI0003584	hsa-mir-577	high
MIMAT0009979	hsa-miR-2054	low	MI0010488	hsa-mir-2054	low
MIMAT0015007	hsa-miR-3139	low	MI0014162	hsa-mir-3139	low
MIMAT0030424	hsa-miR-7849-3p	low	MI0025519	hsa-mir-7849	low
MIMAT0005912	hsa-miR-548g-3p	high	MI0006395	hsa-mir-548g	high
MIMAT0022722	hsa-miR-548g-5p	high	MI0006395	hsa-mir-548g	high
MIMAT0019976	hsa-miR-4799-5p	low	MI0017446	hsa-mir-4799	low
MIMAT0019977	hsa-miR-4799-3p	low	MI0017446	hsa-mir-4799	low
MIMAT0015008	hsa-miR-3140-3p	high	MI0014163	hsa-mir-3140	high
MIMAT0019204	hsa-miR-3140-5p	high	MI0014163	hsa-mir-3140	high
MIMAT0018975	hsa-miR-4453	low	MI0016799	hsa-mir-4453	low
MIMAT0018116	hsa-miR-3688-3p	high	MI0016089	hsa-mir-3688-1	high
MIMAT0019223	hsa-miR-3688-5p	high	MI0016089	hsa-mir-3688-1	high
MIMAT0019223	hsa-miR-3688-5p	high	MI0017447	hsa-mir-3688-2	high
MIMAT0018116	hsa-miR-3688-3p	high	MI0017447	hsa-mir-3688-2	high
MIMAT0018976	hsa-miR-4454	low	MI0016800	hsa-mir-4454	low
MIMAT0003243	hsa-miR-578	low	MI0003585	hsa-mir-578	low
MIMAT0023707	hsa-miR-6082	low	MI0020359	hsa-mir-6082	low
MIMAT0015009	hsa-miR-548t-5p	low	MI0014164	hsa-mir-548t	low
MIMAT0022730	hsa-miR-548t-3p	low	MI0014164	hsa-mir-548t	low
MIMAT0016904	hsa-miR-4276	low	MI0015882	hsa-mir-4276	low
MIMAT0005893	hsa-miR-1305	low	MI0006372	hsa-mir-1305	low
MIMAT0018361	hsa-miR-3945	low	MI0016602	hsa-mir-3945	low
MIMAT0018977	hsa-miR-4455	low	MI0016801	hsa-mir-4455	low
MIMAT0019692	hsa-miR-4635	low	MI0017262	hsa-mir-4635	low
MIMAT0018979	hsa-miR-4457	low	MI0016803	hsa-mir-4457	low
MIMAT0023700	hsa-miR-6075	low	MI0020352	hsa-mir-6075	low
MIMAT0016908	hsa-miR-4277	low	MI0015886	hsa-mir-4277	low
MIMAT0016910	hsa-miR-4278	low	MI0015888	hsa-mir-4278	low
MIMAT0018980	hsa-miR-4458	low	MI0016804	hsa-mir-4458	low
MIMAT0019693	hsa-miR-4636	low	MI0017263	hsa-mir-4636	low
MIMAT0041625	hsa-miR-10397-5p	low	MI0033421	hsa-mir-10397	low
MIMAT0041626	hsa-miR-10397-3p	low	MI0033421	hsa-mir-10397	low
MIMAT0024615	hsa-miR-6131	low	MI0021276	hsa-mir-6131	low
MIMAT0019694	hsa-miR-4637	low	MI0017264	hsa-mir-4637	low
MIMAT0004951	hsa-miR-887-3p	high	MI0005562	hsa-mir-887	high
MIMAT0026720	hsa-miR-887-5p	high	MI0005562	hsa-mir-887	high
MIMAT0041991	hsa-miR-10522-5p	low	MI0033668	hsa-mir-10522	low
MIMAT0016909	hsa-miR-4279	low	MI0015887	hsa-mir-4279	low
MIMAT0003244	hsa-miR-579-3p	high	MI0003586	hsa-mir-579	high
MIMAT0026616	hsa-miR-579-5p	high	MI0003586	hsa-mir-579	high
MIMAT0003245	hsa-miR-580-3p	low	MI0003587	hsa-mir-580	low
MIMAT0026617	hsa-miR-580-5p	low	MI0003587	hsa-mir-580	low
MIMAT0018070	hsa-miR-3650	low	MI0016050	hsa-mir-3650	low
MIMAT0003246	hsa-miR-581	low	MI0003588	hsa-mir-581	low
MIMAT0001541	hsa-miR-449a	low	MI0001648	hsa-mir-449a	low
MIMAT0003327	hsa-miR-449b-5p	high	MI0003673	hsa-mir-449b	high
MIMAT0009203	hsa-miR-449b-3p	high	MI0003673	hsa-mir-449b	high
MIMAT0010251	hsa-miR-449c-5p	high	MI0003823	hsa-mir-449c	high
MIMAT0013771	hsa-miR-449c-3p	high	MI0003823	hsa-mir-449c	high
MIMAT0022478	hsa-miR-5687	low	MI0019291	hsa-mir-5687	low
MIMAT0018954	hsa-miR-548ae-3p	unknown	MI0016780	hsa-mir-548ae-2	high
MIMAT0032115	hsa-miR-548ae-5p	high	MI0016780	hsa-mir-548ae-2	high
MIMAT0003247	hsa-miR-582-5p	high	MI0003589	hsa-mir-582	high
MIMAT0004797	hsa-miR-582-3p	high	MI0003589	hsa-mir-582	high
MIMAT0019983	hsa-miR-4803	low	MI0017451	hsa-mir-4803	low
MIMAT0019984	hsa-miR-4804-5p	low	MI0017452	hsa-mir-4804	low
MIMAT0019985	hsa-miR-4804-3p	low	MI0017452	hsa-mir-4804	low
MIMAT0019362	hsa-miR-3977	low	MI0016995	hsa-mir-3977	low
MIMAT0016911	hsa-miR-4280	low	MI0015889	hsa-mir-4280	low
MIMAT0000441	hsa-miR-9-5p	high	MI0000467	hsa-mir-9-2	high
MIMAT0000442	hsa-miR-9-3p	high	MI0000467	hsa-mir-9-2	high
MIMAT0018081	hsa-miR-3660	low	MI0016061	hsa-mir-3660	low
MIMAT0017352	hsa-miR-2277-5p	high	MI0011284	hsa-mir-2277	high
MIMAT0011777	hsa-miR-2277-3p	high	MI0011284	hsa-mir-2277	high
MIMAT0003248	hsa-miR-583	low	MI0003590	hsa-mir-583	low
MIMAT0005934	hsa-miR-548p	low	MI0006420	hsa-mir-548p	low
MIMAT0005895	hsa-miR-548f-3p	low	MI0006376	hsa-mir-548f-3	low
MIMAT0049024	hsa-miR-12130	low	MI0039732	hsa-mir-12130	low
MIMAT0005896	hsa-miR-1244	low	MI0015974	hsa-mir-1244-2	low
MIMAT0022500	hsa-miR-5706	low	MI0019314	hsa-mir-5706	low
MIMAT0019689	hsa-miR-4633-5p	low	MI0017260	hsa-mir-4633	low
MIMAT0019690	hsa-miR-4633-3p	low	MI0017260	hsa-mir-4633	low
MIMAT0018982	hsa-miR-4460	low	MI0016806	hsa-mir-4460	low
MIMAT0027560	hsa-miR-6830-5p	low	MI0022675	hsa-mir-6830	low
MIMAT0027561	hsa-miR-6830-3p	low	MI0022675	hsa-mir-6830	low
MIMAT0018351	hsa-miR-3936	low	MI0016592	hsa-mir-3936	low
MIMAT0005879	hsa-miR-1289	low	MI0006351	hsa-mir-1289-2	low
MIMAT0018082	hsa-miR-3661	low	MI0016062	hsa-mir-3661	low
MIMAT0022476	hsa-miR-5692c	low	MI0019288	hsa-mir-5692c-1	low
MIMAT0004911	hsa-miR-874-3p	high	MI0005532	hsa-mir-874	high
MIMAT0026718	hsa-miR-874-5p	high	MI0005532	hsa-mir-874	high
MIMAT0027562	hsa-miR-6831-5p	low	MI0022676	hsa-mir-6831	low
MIMAT0027563	hsa-miR-6831-3p	low	MI0022676	hsa-mir-6831	low
MIMAT0018075	hsa-miR-3655	low	MI0016055	hsa-mir-3655	low
MIMAT0021130	hsa-miR-5197-5p	low	MI0018176	hsa-mir-5197	low
MIMAT0021131	hsa-miR-5197-3p	low	MI0018176	hsa-mir-5197	low
MIMAT0003249	hsa-miR-584-5p	high	MI0003591	hsa-mir-584	high
MIMAT0022708	hsa-miR-584-3p	high	MI0003591	hsa-mir-584	high
MIMAT0004599	hsa-miR-143-5p	high	MI0000459	hsa-mir-143	high
MIMAT0000435	hsa-miR-143-3p	high	MI0000459	hsa-mir-143	high
MIMAT0000437	hsa-miR-145-5p	high	MI0000461	hsa-mir-145	high
MIMAT0004601	hsa-miR-145-3p	high	MI0000461	hsa-mir-145	high
MIMAT0000731	hsa-miR-378a-5p	high	MI0000786	hsa-mir-378a	high
MIMAT0000732	hsa-miR-378a-3p	high	MI0000786	hsa-mir-378a	high
MIMAT0025450	hsa-miR-6499-5p	low	MI0022209	hsa-mir-6499	low
MIMAT0025451	hsa-miR-6499-3p	low	MI0022209	hsa-mir-6499	low
MIMAT0005884	hsa-miR-1294	low	MI0006356	hsa-mir-1294	low
MIMAT0015010	hsa-miR-3141	low	MI0014165	hsa-mir-3141	low
MIMAT0005891	hsa-miR-1303	low	MI0006370	hsa-mir-1303	low
MIMAT0018984	hsa-miR-378h	low	MI0016808	hsa-mir-378h	low
MIMAT0015011	hsa-miR-3142	low	MI0014166	hsa-mir-3142	low
MIMAT0000449	hsa-miR-146a-5p	high	MI0000477	hsa-mir-146a	high
MIMAT0004608	hsa-miR-146a-3p	high	MI0000477	hsa-mir-146a	high
MIMAT0049019	hsa-miR-12125	low	MI0039727	hsa-mir-12125	low
MIMAT0000101	hsa-miR-103a-3p	high	MI0000109	hsa-mir-103a-1	high
MIMAT0037306	hsa-miR-103a-1-5p	high	MI0000109	hsa-mir-103a-1	high
MIMAT0007402	hsa-miR-103b	low	MI0007261	hsa-mir-103b-1	low
MIMAT0000275	hsa-miR-218-5p	high	MI0000295	hsa-mir-218-2	high
MIMAT0004566	hsa-miR-218-2-3p	high	MI0000295	hsa-mir-218-2	high
MIMAT0003250	hsa-miR-585-3p	high	MI0003592	hsa-mir-585	high
MIMAT0026618	hsa-miR-585-5p	high	MI0003592	hsa-mir-585	high
MIMAT0018927	hsa-miR-378e	low	MI0016750	hsa-mir-378e	low
MIMAT0018186	hsa-miR-3912-3p	low	MI0016416	hsa-mir-3912	low
MIMAT0027036	hsa-miR-3912-5p	low	MI0016416	hsa-mir-3912	low
MIMAT0021025	hsa-miR-5003-5p	low	MI0017869	hsa-mir-5003	low
MIMAT0021026	hsa-miR-5003-3p	low	MI0017869	hsa-mir-5003	low
MIMAT0041992	hsa-miR-10523-5p	low	MI0033669	hsa-mir-10523	low
MIMAT0049012	hsa-miR-12118	low	MI0039720	hsa-mir-12118	low
MIMAT0030983	hsa-miR-8056	low	MI0025892	hsa-mir-8056	low
MIMAT0019691	hsa-miR-4634	low	MI0017261	hsa-mir-4634	low
MIMAT0005796	hsa-miR-1271-5p	high	MI0003814	hsa-mir-1271	high
MIMAT0022712	hsa-miR-1271-3p	high	MI0003814	hsa-mir-1271	high
MIMAT0016907	hsa-miR-4281	low	MI0015885	hsa-mir-4281	low
MIMAT0005584	hsa-miR-1229-3p	low	MI0006319	hsa-mir-1229	low
MIMAT0022942	hsa-miR-1229-5p	low	MI0006319	hsa-mir-1229	low
MIMAT0004692	hsa-miR-340-5p	high	MI0000802	hsa-mir-340	high
MIMAT0000750	hsa-miR-340-3p	high	MI0000802	hsa-mir-340	high
MIMAT0031016	hsa-miR-8089	low	MI0025925	hsa-mir-8089	low
MIMAT0019695	hsa-miR-4638-5p	low	MI0017265	hsa-mir-4638	low
MIMAT0019696	hsa-miR-4638-3p	low	MI0017265	hsa-mir-4638	low
MIMAT0025851	hsa-miR-6720-3p	high	MI0022555	hsa-mir-6720	high
MIMAT0027345	hsa-miR-6720-5p	high	MI0022555	hsa-mir-6720	high
MIMAT0019705	hsa-miR-4645-5p	low	MI0017272	hsa-mir-4645	low
MIMAT0019706	hsa-miR-4645-3p	low	MI0017272	hsa-mir-4645	low
MIMAT0018120	hsa-miR-3691-5p	low	MI0016092	hsa-mir-3691	low
MIMAT0019224	hsa-miR-3691-3p	low	MI0016092	hsa-mir-3691	low
MIMAT0030428	hsa-miR-7853-5p	low	MI0025523	hsa-mir-7853	low
MIMAT0022472	hsa-miR-5683	low	MI0019284	hsa-mir-5683	low
MIMAT0022481	hsa-miR-5689	low	MI0019294	hsa-mir-5689	low
MIMAT0019697	hsa-miR-4639-5p	low	MI0017266	hsa-mir-4639	low
MIMAT0019698	hsa-miR-4639-3p	low	MI0017266	hsa-mir-4639	low
MIMAT0003251	hsa-miR-548a-3p	unknown	MI0003593	hsa-mir-548a-1	low
MIMAT0015012	hsa-miR-3143	low	MI0014167	hsa-mir-3143	low
MIMAT0004949	hsa-miR-877-5p	high	MI0005561	hsa-mir-877	high
MIMAT0004950	hsa-miR-877-3p	high	MI0005561	hsa-mir-877	high
MIMAT0019699	hsa-miR-4640-5p	low	MI0017267	hsa-mir-4640	low
MIMAT0019700	hsa-miR-4640-3p	low	MI0017267	hsa-mir-4640	low
MIMAT0027682	hsa-miR-6891-5p	low	MI0022738	hsa-mir-6891	low
MIMAT0027683	hsa-miR-6891-3p	low	MI0022738	hsa-mir-6891	low
MIMAT0027564	hsa-miR-6832-5p	low	MI0022677	hsa-mir-6832	low
MIMAT0027565	hsa-miR-6832-3p	low	MI0022677	hsa-mir-6832	low
MIMAT0019707	hsa-miR-4646-5p	low	MI0017273	hsa-mir-4646	low
MIMAT0019708	hsa-miR-4646-3p	low	MI0017273	hsa-mir-4646	low
MIMAT0005591	hsa-miR-1236-3p	low	MI0006326	hsa-mir-1236	low
MIMAT0022945	hsa-miR-1236-5p	low	MI0006326	hsa-mir-1236	low
MIMAT0025852	hsa-miR-6721-5p	low	MI0022556	hsa-mir-6721	low
MIMAT0027566	hsa-miR-6833-5p	high	MI0022678	hsa-mir-6833	high
MIMAT0027567	hsa-miR-6833-3p	high	MI0022678	hsa-mir-6833	high
MIMAT0018985	hsa-miR-3135b	low	MI0016809	hsa-mir-3135b	low
MIMAT0000276	hsa-miR-219a-5p	high	MI0000296	hsa-mir-219a-1	high
MIMAT0004567	hsa-miR-219a-1-3p	high	MI0000296	hsa-mir-219a-1	high
MIMAT0027646	hsa-miR-6873-5p	low	MI0022720	hsa-mir-6873	low
MIMAT0027647	hsa-miR-6873-3p	low	MI0022720	hsa-mir-6873	low
MIMAT0027568	hsa-miR-6834-5p	high	MI0022679	hsa-mir-6834	high
MIMAT0027569	hsa-miR-6834-3p	high	MI0022679	hsa-mir-6834	high
MIMAT0021027	hsa-miR-5004-5p	high	MI0017870	hsa-mir-5004	high
MIMAT0021028	hsa-miR-5004-3p	high	MI0017870	hsa-mir-5004	high
MIMAT0018349	hsa-miR-3934-5p	low	MI0016590	hsa-mir-3934	low
MIMAT0022975	hsa-miR-3934-3p	low	MI0016590	hsa-mir-3934	low
MIMAT0028228	hsa-miR-7159-5p	low	MI0023620	hsa-mir-7159	low
MIMAT0028229	hsa-miR-7159-3p	low	MI0023620	hsa-mir-7159	low
MIMAT0005929	hsa-miR-1275	low	MI0006415	hsa-mir-1275	low
MIMAT0027570	hsa-miR-6835-5p	low	MI0022680	hsa-mir-6835	low
MIMAT0027571	hsa-miR-6835-3p	low	MI0022680	hsa-mir-6835	low
MIMAT0028119	hsa-miR-7111-5p	high	MI0022962	hsa-mir-7111	high
MIMAT0028120	hsa-miR-7111-3p	high	MI0022962	hsa-mir-7111	high
MIMAT0022482	hsa-miR-5690	low	MI0019295	hsa-mir-5690	low
MIMAT0018200	hsa-miR-3925-5p	low	MI0016433	hsa-mir-3925	low
MIMAT0019228	hsa-miR-3925-3p	low	MI0016433	hsa-mir-3925	low
MIMAT0018986	hsa-miR-4462	low	MI0016810	hsa-mir-4462	low
MIMAT0041993	hsa-miR-9983-3p	low	MI0033670	hsa-mir-9983	low
MIMAT0019701	hsa-miR-4641	low	MI0017268	hsa-mir-4641	low
MIMAT0041627	hsa-miR-10398-5p	low	MI0033422	hsa-mir-10398	low
MIMAT0041628	hsa-miR-10398-3p	low	MI0033422	hsa-mir-10398	low
MIMAT0027572	hsa-miR-6780b-5p	low	MI0022681	hsa-mir-6780b	low
MIMAT0027573	hsa-miR-6780b-3p	low	MI0022681	hsa-mir-6780b	low
MIMAT0019709	hsa-miR-4647	low	MI0017274	hsa-mir-4647	low
MIMAT0019702	hsa-miR-4642	low	MI0017269	hsa-mir-4642	low
MIMAT0003252	hsa-miR-586	low	MI0003594	hsa-mir-586	low
MIMAT0000462	hsa-miR-206	low	MI0000490	hsa-mir-206	low
MIMAT0000770	hsa-miR-133b	low	MI0000822	hsa-mir-133b	low
MIMAT0022475	hsa-miR-5685	low	MI0019287	hsa-mir-5685	low
MIMAT0015013	hsa-miR-548u	low	MI0014168	hsa-mir-548u	low
MIMAT0000244	hsa-miR-30c-5p	high	MI0000254	hsa-mir-30c-2	high
MIMAT0004550	hsa-miR-30c-2-3p	high	MI0000254	hsa-mir-30c-2	high
MIMAT0000087	hsa-miR-30a-5p	high	MI0000088	hsa-mir-30a	high
MIMAT0000088	hsa-miR-30a-3p	high	MI0000088	hsa-mir-30a	high
MIMAT0016912	hsa-miR-4282	low	MI0015890	hsa-mir-4282	low
MIMAT0018987	hsa-miR-4463	low	MI0016811	hsa-mir-4463	low
MIMAT0041994	hsa-miR-10524-5p	low	MI0033671	hsa-mir-10524	low
MIMAT0018988	hsa-miR-4464	low	MI0016812	hsa-mir-4464	low
MIMAT0019703	hsa-miR-4643	low	MI0017270	hsa-mir-4643	low
MIMAT0009206	hsa-miR-2113	low	MI0003939	hsa-mir-2113	low
MIMAT0018989	hsa-miR-548ai	low	MI0016813	hsa-mir-548ai	low
MIMAT0003253	hsa-miR-587	low	MI0003595	hsa-mir-587	low
MIMAT0004798	hsa-miR-548b-5p	high	MI0003596	hsa-mir-548b	high
MIMAT0003254	hsa-miR-548b-3p	high	MI0003596	hsa-mir-548b	high
MIMAT0015014	hsa-miR-3144-5p	high	MI0014169	hsa-mir-3144	high
MIMAT0015015	hsa-miR-3144-3p	high	MI0014169	hsa-mir-3144	high
MIMAT0003255	hsa-miR-588	low	MI0003597	hsa-mir-588	low
MIMAT0005928	hsa-miR-548h-5p	unknown	MI0016751	hsa-mir-548h-5	low
MIMAT0018990	hsa-miR-548aj-3p	low	MI0016814	hsa-mir-548aj-1	low
MIMAT0018083	hsa-miR-3662	low	MI0016063	hsa-mir-3662	low
MIMAT0003251	hsa-miR-548a-3p	unknown	MI0003598	hsa-mir-548a-2	low
MIMAT0015016	hsa-miR-3145-3p	high	MI0014170	hsa-mir-3145	high
MIMAT0019205	hsa-miR-3145-5p	high	MI0014170	hsa-mir-3145	high
MIMAT0018091	hsa-miR-3668	low	MI0016069	hsa-mir-3668	low
MIMAT0018992	hsa-miR-4465	low	MI0016816	hsa-mir-4465	low
MIMAT0049025	hsa-miR-12131	low	MI0039733	hsa-mir-12131	low
MIMAT0015017	hsa-miR-1273c	low	MI0014171	hsa-mir-1273c	low
MIMAT0005865	hsa-miR-1202	low	MI0006334	hsa-mir-1202	low
MIMAT0018993	hsa-miR-4466	low	MI0016817	hsa-mir-4466	low
MIMAT0018121	hsa-miR-3692-5p	low	MI0016093	hsa-mir-3692	low
MIMAT0018122	hsa-miR-3692-3p	low	MI0016093	hsa-mir-3692	low
MIMAT0028232	hsa-miR-7161-5p	high	MI0023619	hsa-mir-7161	high
MIMAT0028233	hsa-miR-7161-3p	high	MI0023619	hsa-mir-7161	high
MIMAT0018192	hsa-miR-3918	low	MI0016424	hsa-mir-3918	low
MIMAT0007888	hsa-miR-1913	low	MI0008334	hsa-mir-1913	low
MIMAT0018355	hsa-miR-3939	high	MI0016596	hsa-mir-3939	high
MIMAT0019704	hsa-miR-4644	low	MI0017271	hsa-mir-4644	low
MIMAT0000764	hsa-miR-339-5p	high	MI0000815	hsa-mir-339	high
MIMAT0004702	hsa-miR-339-3p	high	MI0000815	hsa-mir-339	high
MIMAT0019721	hsa-miR-4655-5p	low	MI0017283	hsa-mir-4655	low
MIMAT0019722	hsa-miR-4655-3p	low	MI0017283	hsa-mir-4655	low
MIMAT0027574	hsa-miR-6836-5p	low	MI0022682	hsa-mir-6836	low
MIMAT0027575	hsa-miR-6836-3p	low	MI0022682	hsa-mir-6836	low
MIMAT0019710	hsa-miR-4648	low	MI0017275	hsa-mir-4648	low
MIMAT0019723	hsa-miR-4656	low	MI0017284	hsa-mir-4656	low
MIMAT0004799	hsa-miR-589-5p	high	MI0003599	hsa-mir-589	high
MIMAT0003256	hsa-miR-589-3p	high	MI0003599	hsa-mir-589	high
MIMAT0027648	hsa-miR-6874-5p	low	MI0022721	hsa-mir-6874	low
MIMAT0027649	hsa-miR-6874-3p	low	MI0022721	hsa-mir-6874	low
MIMAT0018111	hsa-miR-3683	low	MI0016084	hsa-mir-3683	low
MIMAT0005890	hsa-miR-1302	low	MI0006367	hsa-mir-1302-6	low
MIMAT0015018	hsa-miR-3146	low	MI0014172	hsa-mir-3146	low
MIMAT0005828	hsa-miR-1183	low	MI0006276	hsa-mir-1183	low
MIMAT0004549	hsa-miR-148a-5p	high	MI0000253	hsa-mir-148a	high
MIMAT0000243	hsa-miR-148a-3p	high	MI0000253	hsa-mir-148a	high
MIMAT0001080	hsa-miR-196b-5p	high	MI0001150	hsa-mir-196b	high
MIMAT0009201	hsa-miR-196b-3p	high	MI0001150	hsa-mir-196b	high
MIMAT0003257	hsa-miR-550a-3p	high	MI0003762	hsa-mir-550a-3	high
MIMAT0020925	hsa-miR-550a-3-5p	high	MI0003762	hsa-mir-550a-3	high
MIMAT0004800	hsa-miR-550a-5p	high	MI0003600	hsa-mir-550a-1	high
MIMAT0003257	hsa-miR-550a-3p	high	MI0003600	hsa-mir-550a-1	high
MIMAT0018445	hsa-miR-550b-3p	low	MI0016686	hsa-mir-550b-1	low
MIMAT0022737	hsa-miR-550b-2-5p	low	MI0016686	hsa-mir-550b-1	low
MIMAT0018445	hsa-miR-550b-3p	low	MI0016687	hsa-mir-550b-2	low
MIMAT0022737	hsa-miR-550b-2-5p	low	MI0016687	hsa-mir-550b-2	low
MIMAT0004800	hsa-miR-550a-5p	high	MI0003601	hsa-mir-550a-2	high
MIMAT0003257	hsa-miR-550a-3p	high	MI0003601	hsa-mir-550a-2	high
MIMAT0005916	hsa-miR-548n	low	MI0006399	hsa-mir-548n	low
MIMAT0005863	hsa-miR-1200	low	MI0006332	hsa-mir-1200	low
MIMAT0018359	hsa-miR-3943	low	MI0016600	hsa-mir-3943	low
MIMAT0027576	hsa-miR-6837-5p	high	MI0022683	hsa-mir-6837	high
MIMAT0027577	hsa-miR-6837-3p	high	MI0022683	hsa-mir-6837	high
MIMAT0027578	hsa-miR-6838-5p	low	MI0022684	hsa-mir-6838	low
MIMAT0027579	hsa-miR-6838-3p	low	MI0022684	hsa-mir-6838	low
MIMAT0019711	hsa-miR-4649-5p	low	MI0017276	hsa-mir-4649	low
MIMAT0019712	hsa-miR-4649-3p	low	MI0017276	hsa-mir-4649	low
MIMAT0019724	hsa-miR-4657	low	MI0017285	hsa-mir-4657	low
MIMAT0016914	hsa-miR-4283	low	MI0015892	hsa-mir-4283-1	low
MIMAT0015019	hsa-miR-3147	low	MI0014173	hsa-mir-3147	low
MIMAT0016914	hsa-miR-4283	low	MI0015982	hsa-mir-4283-2	low
MIMAT0027580	hsa-miR-6839-5p	low	MI0022685	hsa-mir-6839	low
MIMAT0027581	hsa-miR-6839-3p	low	MI0022685	hsa-mir-6839	low
MIMAT0019713	hsa-miR-4650-5p	low	MI0017277	hsa-mir-4650-1	low
MIMAT0019714	hsa-miR-4650-3p	low	MI0017277	hsa-mir-4650-1	low
MIMAT0018188	hsa-miR-3914	low	MI0016419	hsa-mir-3914-1	low
MIMAT0018188	hsa-miR-3914	low	MI0016421	hsa-mir-3914-2	low
MIMAT0019713	hsa-miR-4650-5p	low	MI0017278	hsa-mir-4650-2	low
MIMAT0019714	hsa-miR-4650-3p	low	MI0017278	hsa-mir-4650-2	low
MIMAT0016915	hsa-miR-4284	low	MI0015893	hsa-mir-4284	low
MIMAT0003258	hsa-miR-590-5p	high	MI0003602	hsa-mir-590	high
MIMAT0004801	hsa-miR-590-3p	high	MI0003602	hsa-mir-590	high
MIMAT0041995	hsa-miR-10525-3p	low	MI0033672	hsa-mir-10525	low
MIMAT0019715	hsa-miR-4651	low	MI0017279	hsa-mir-4651	low
MIMAT0005876	hsa-miR-1285-3p	low	MI0006346	hsa-mir-1285-1	low
MIMAT0022719	hsa-miR-1285-5p	low	MI0006346	hsa-mir-1285-1	low
MIMAT0003328	hsa-miR-653-5p	high	MI0003674	hsa-mir-653	high
MIMAT0026625	hsa-miR-653-3p	high	MI0003674	hsa-mir-653	high
MIMAT0002805	hsa-miR-489-3p	low	MI0003124	hsa-mir-489	low
MIMAT0026605	hsa-miR-489-5p	low	MI0003124	hsa-mir-489	low
MIMAT0019716	hsa-miR-4652-5p	low	MI0017280	hsa-mir-4652	low
MIMAT0019717	hsa-miR-4652-3p	low	MI0017280	hsa-mir-4652	low
MIMAT0003259	hsa-miR-591	low	MI0003603	hsa-mir-591	low
MIMAT0022484	hsa-miR-5692a	low	MI0019297	hsa-mir-5692a-1	low
MIMAT0022476	hsa-miR-5692c	low	MI0019289	hsa-mir-5692c-2	low
MIMAT0017986	hsa-miR-3609	low	MI0015999	hsa-mir-3609	low
MIMAT0049013	hsa-miR-12119	low	MI0039721	hsa-mir-12119	low
MIMAT0004498	hsa-miR-25-5p	high	MI0000082	hsa-mir-25	high
